theme,prompt,done
和服美人ｘ猫ｘスタンダードあいさつ,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking surprised round eyes"" | TEXT=""えっ"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat leaning forward interested"" | TEXT=""ほんと？"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat startled jumping back"" | TEXT=""びっくり"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat tilting head slightly"" | TEXT=""なんだって"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat eyes wide open shocked"" | TEXT=""まじで"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat trembling slightly scared"" | TEXT=""ひえー"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat covering mouth in disbelief"" | TEXT=""うそでしょ"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat pale face dropping shoulders"" | TEXT=""がーん"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat crying out loud"" | TEXT=""ショック""",1
和服美人ｘ猫ｘスタンダードあいさつ,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat tilting head with question mark"" | TEXT=""ん？"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking concerned"" | TEXT=""どうしたの？"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat reaching out comfortingly"" | TEXT=""だいじょうぶ？"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat peeking from corner"" | TEXT=""なになに？"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat eyes glued to something"" | TEXT=""きになる"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding a book pointing"" | TEXT=""おしえて"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat scratching head confused"" | TEXT=""はてな"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking up pondering"" | TEXT=""なんだろう"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat shrugging shoulders"" | TEXT=""わかんない""",1
和服美人ｘ猫ｘ敬語,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing politely morning"" | TEXT=""おはようございます"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing gracefully"" | TEXT=""こんにちは"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing deeply evening"" | TEXT=""こんばんは"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing gratefully"" | TEXT=""ありがとうございます"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing deeply apologizing"" | TEXT=""申し訳ありません"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing formal request"" | TEXT=""よろしくお願いします"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing respectfully"" | TEXT=""お疲れ様です"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing departing"" | TEXT=""行ってまいります"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing returning"" | TEXT=""ただいま戻りました""",1
和服美人ｘ猫ｘ敬語,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat giving OK sign formally"" | TEXT=""かしこまりました"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat nodding formally"" | TEXT=""承知いたしました"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat writing on notepad"" | TEXT=""拝見いたしました"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking thoughtful"" | TEXT=""検討いたします"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding phone securely"" | TEXT=""連絡いたします"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding a letter"" | TEXT=""お手紙です"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing waiting"" | TEXT=""お待ちしております"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat handing over document"" | TEXT=""お願いいたします"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat accepting respectfully"" | TEXT=""頂戴いたします""",1
和服美人ｘ猫ｘ敬語,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat tilting head respectfully"" | TEXT=""いかがなさいますか"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking inquiring"" | TEXT=""よろしいでしょうか"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat offering a seat"" | TEXT=""お掛けください"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat gesturing toward door"" | TEXT=""どうぞこちらへ"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding a fan politely"" | TEXT=""お気になさらず"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat serving tea elegantly"" | TEXT=""お茶をどうぞ"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat smiling kindly formally"" | TEXT=""お役に立てれば幸いです"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing slightly grateful"" | TEXT=""恐縮です"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking apologetic"" | TEXT=""恐れ入ります""",1
和服美人ｘ猫ｘ敬語,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking concerned formally"" | TEXT=""お加減いかがですか"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat handing over umbrella"" | TEXT=""お気をつけください"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing softly departure"" | TEXT=""お気をつけて"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat smiling gently"" | TEXT=""ご無事で"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking supportive"" | TEXT=""応援しております"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat clapping respectfully"" | TEXT=""素晴らしいです"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat nodding humbly"" | TEXT=""お見事です"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat smiling pleased"" | TEXT=""さすがでございます"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing humbly"" | TEXT=""光栄です""",1
和服美人ｘ猫ｘ敬語,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking surprised formally"" | TEXT=""ええっ"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat covering mouth politely"" | TEXT=""まあ"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat tilting head wondering"" | TEXT=""どういうことでしょう"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking confused formally"" | TEXT=""わかりかねます"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat apologizing gently"" | TEXT=""お答えできず"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking sorry"" | TEXT=""申し訳ございません"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing very low"" | TEXT=""深くお詫び申し上げます"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding hands apologizing"" | TEXT=""ご容赦ください"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking up pleadingly"" | TEXT=""お願い申し上げます""",1
和服美人ｘ猫ｘ敬語,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding a gift politely"" | TEXT=""つまらないものですが"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat giving a souvenir"" | TEXT=""お土産です"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat serving snacks"" | TEXT=""お茶菓子です"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat enjoying meal formally"" | TEXT=""いただきます"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat putting hands together full"" | TEXT=""ごちそうさまでした"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat cleaning table"" | TEXT=""片付けます"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing goodnight"" | TEXT=""おやすみなさいませ"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing farewell"" | TEXT=""またお目にかかります"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat waving slightly formally"" | TEXT=""失礼いたします""",1
和服美人ｘ猫ｘ気遣いあいさつ,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat patting shoulder gently"" | TEXT=""無理しないでね"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat serving hot tea"" | TEXT=""お疲れ様です"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat tucking into blanket"" | TEXT=""ゆっくり休んでね"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat cheering with pom-poms"" | TEXT=""がんばって"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding up a banner"" | TEXT=""応援してるよ"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat pumping fist encouraging"" | TEXT=""ファイト"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing slightly"" | TEXT=""いつもありがとう"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing formally"" | TEXT=""助かります"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing very deeply"" | TEXT=""お世話になってます""",1
和服美人ｘ猫ｘ気遣いあいさつ,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding a scarf out"" | TEXT=""風邪ひかないでね"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding a hot water bottle"" | TEXT=""暖かくしてね"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat waving carefully"" | TEXT=""気をつけてね"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat seeing off with a smile"" | TEXT=""いってらっしゃいませ"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat welcoming back warmly"" | TEXT=""お帰りなさいませ"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat offering medicine"" | TEXT=""お大事に"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat patting back gently"" | TEXT=""元気出して"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat offering a cushion"" | TEXT=""リラックスしてね"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding a tea cup"" | TEXT=""お茶どうぞ""",1
和服美人ｘ猫ｘ気遣いあいさつ,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat listening attentively"" | TEXT=""話聞くよ"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding hands supportively"" | TEXT=""ひとりじゃないよ"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat nodding gently"" | TEXT=""うんうん"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat smiling warmly"" | TEXT=""いつでもどうぞ"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat wiping tears softly"" | TEXT=""泣いてもいいよ"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding an umbrella"" | TEXT=""傘どうぞ"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding a towel"" | TEXT=""拭いてね"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking worried"" | TEXT=""心配です"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat smiling reassuringly"" | TEXT=""まかせて""",1
和服美人ｘ猫ｘ気遣いあいさつ,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat clapping hands gently"" | TEXT=""がんばったね"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat giving a gold medal"" | TEXT=""えらい"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat petting the cat"" | TEXT=""いいこ"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat thumbs up smiling"" | TEXT=""素晴らしい"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking proudly"" | TEXT=""誇らしい"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat giving a bouquet"" | TEXT=""お祝いします"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat clapping hands warmly"" | TEXT=""拍手"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat smiling brightly"" | TEXT=""よかったね"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat giving a small gift"" | TEXT=""プレゼント""",1
和服美人ｘ猫ｘ気遣いあいさつ,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat offering hand"" | TEXT=""手伝うよ"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking helpful"" | TEXT=""何かできる？"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat carrying a heavy box"" | TEXT=""手伝います"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding a broom"" | TEXT=""掃除するね"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding a cooking pan"" | TEXT=""ごはん作るね"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat kneeling politely"" | TEXT=""お申し付けを"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat smiling brightly"" | TEXT=""お任せください"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat pointing upward confidently"" | TEXT=""完璧です"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat wiping sweat"" | TEXT=""完了しました""",1
和服美人ｘ猫ｘ気遣いあいさつ,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking shy"" | TEXT=""邪魔だった？"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat hiding face slightly"" | TEXT=""気にしなくていいよ"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat shaking head gently"" | TEXT=""ううん"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat waving hand dismissing"" | TEXT=""とんでもない"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing casually"" | TEXT=""気にせずに"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat smiling kindly"" | TEXT=""お互い様"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat touching cheek softly"" | TEXT=""優しいね"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat clasping hands"" | TEXT=""ありがとうね"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat bowing again"" | TEXT=""感謝です""",1
和服美人ｘ猫ｘ猫好き,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat ears headband"" | TEXT=""にゃーん"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat burying face in cat"" | TEXT=""猫吸い"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat rubbing cheek against cat"" | TEXT=""もふもふ"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat showing cat paws"" | TEXT=""肉球"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat eyes sparkling looking at cat"" | TEXT=""かわいい"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat hugging cat tightly"" | TEXT=""癒やされる"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding cat up"" | TEXT=""ねこしか勝たん"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat purring on lap"" | TEXT=""ゴロゴロ"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat rubbing against leg"" | TEXT=""すりすり""",1
和服美人ｘ猫ｘ猫好き,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat feeding cat"" | TEXT=""ごはん"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat brushing cat"" | TEXT=""ブラッシング"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat playing with cat toy"" | TEXT=""遊びたい"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat taking photo of cat"" | TEXT=""パシャ"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat kissing cat"" | TEXT=""チュッ"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat sleeping with cat"" | TEXT=""一緒にお昼寝"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat sitting on shoulder"" | TEXT=""重いけど幸せ"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat watching cat groom"" | TEXT=""毛づくろい"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding out cat treat"" | TEXT=""おやつだよ""",1
和服美人ｘ猫ｘ猫好き,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat hiding in kimono"" | TEXT=""はこにゃん"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat batting at string"" | TEXT=""とれない"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat looking confused"" | TEXT=""はてにゃ"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat scratching"" | TEXT=""バリバリ"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat yawning big"" | TEXT=""ふぁー"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat laughing at cat"" | TEXT=""おもしろにゃ"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat smiling at silly cat"" | TEXT=""どじにゃん"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat bringing a toy"" | TEXT=""ほめて"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat petting cat sleeping"" | TEXT=""スヤスヤ""",1
和服美人ｘ猫ｘ猫好き,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat putting ribbon on cat"" | TEXT=""おしゃれ"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat walking cat on leash"" | TEXT=""おさんぽ"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat running away"" | TEXT=""まてこら"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat ignoring"" | TEXT=""つれない"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat meowing loudly"" | TEXT=""ニャー"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat giving thumbs up to cat"" | TEXT=""いいこいいこ"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat biting gently"" | TEXT=""あむっ"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat kneading on lap"" | TEXT=""モミモミ"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat looking angry"" | TEXT=""シャーッ""",1
